clean_text,sentiment
başarilar duamiz gururumuz yavrularimiz türkiyem,Positive
enerji velinimettir vakit nakittir gençliğimizi enerjimizi vaktimizi hep beraber tesis edelim maden mühendislerine kadro,Positive
yalovadaki lazulkucu terbiyesini hic begenmedikhu haa kufurbazgazinocualkolik ve sirretkadinlar yakismiyor,Negative
yardım eli uzatsaniz,Neutral
varlık fonu konusunun üzerine gidecek misinizülkenin tapusu jöleli ve arkadaşlarına veriliyor,Negative
salgın var önlem alınması lazım okullari kapatin,Negative
sayın başkanım iyi güzel söylüyorsunuz ama şu zamlara bir çare bulursanız seviniriz asgari ücretlinin halini hiç sormayın markete dahi gidemiyoruz çocukların ihtiyaçlarını karşılayamıyorum saygılarımla,Negative
ne yalan ne doğru sayın cumhurbaşkanımızdan duymak isterim,Neutral
aynı şekilde daha önce konstantin ve kudüs zamanında yaptık,Neutral
dinler arası diyalog dinler arası hoşgörü kulağa hem hoş geliyor hem de çok tanıdık,Positive
uçak inmeyen havalimanı bay kemal,Negative
piskövitte alın yanınıza nolur işlerin böyle olmadığını hepimiz biliyoruz sizde modaya lafımız yok tabikiama bu cümleleri çok samimi haburdan girdiklerinde de en ön safta olsaydınıznokta,Negative
bakırköy belediye başkanı bülent kerimoğlu işçi düşmanlığına emek sömürüsüne devam ediyor bakırköy belediyesi nden atılan işçiler geri alınsın toplu sözleşme istiyoruz kurallı güvenceli çalışma istiyoruz ücretlerimiz düşürülemez baskılar son bulsun,Negative
seçimleri öncesinde derhal kadro talebimizin karşılanmasını istiyoruz asgari ücretin altında hiç bir hakkımız olmadan çalışıyoruz verilen sözler tutulsun inşallah,Negative
yılından bu tarafa ü destek olduk seçtik güçşeron konusunda yapmış olduğu adaletsizlik nedeni ile hastane bilgi işlem mağdur oldu önüne taş kondu bu taşı kaldırmadıkesinlikle oyumu ye vermeyeceğim,Negative
sayın kiliçdaroğlu dünya lideri erdoğan suriye de stratejik hata yaptıysa sizinkinin yanında sözümü olur siz türkiyede yıldır trajedik hatalar yapıyorsunuz kendi arabanız arızalıyken başkasının arabasını tamire kalkışmanız düşündürücü,Negative
taşerondan kadroya geçirilenlere verilen enflasyon altındaki zamların gündeme gelmesini rica ediyorum eşit iş eşit maaş diyebilecek bir delikanlı siyaseci yokmu biri bin lira alırken aynı işi yapan bir diğeri lira alıyor adelet bunun neresinde,Negative
sanal müze olsa aslında ne kadar güzel olur bazı resimleri bu siteden göremedim,Neutral
bu tiktok nezaman kapanicak yikilmadik yuva aldatilmamis cift kalmadi orf adet bitti,Negative
koruyucu hekimlik bugünü değil geleceği iyileştirir ülke geleceği için veteriner hekim ataması yapılmalıdır stiyor,Positive
allahcc rahmet eylesin mekani cennet olsun,Positive
cumhurbaskanin senin nasıl bizim evimizi zorla yiktirya bizi kirada biraktinya bu mübarek gecede allah senin evini başına yakar inşallah amin bak evimizi yok kirada kaldım cumhurbaskanin senin özünden sen evimizi zor yiktirdin sana hergun beddua ediyorum,Negative
idam paketi getırlse lutfen rıca ederım baskanım senden ıstegım var meclis gecse,Neutral
ne demek istediğini anlamadım,Negative
yerli ve yabancı firmalar küresel finans sistemine entegre bir şekilde faaliyetlerini sürdürecektir,Neutral
cumhuriyetivedeğerlerini karanlığavecehaleteterkettiniz,Negative
hicbir siyasi baskiya boyun eymeden hakimler hic sucu yokken gezide oldürülen yasin börünün ve turkiyeye verdikleri zararlarin hesabinida talimatla degil ozgur iradeleriyle vijdanlariyla karar vermeliler degilmi kilictaroglu,Negative
bakan yardımcımız prof dr okulumuzu ziyaret etti,Neutral
sayın bakanım typ kapsamında okullarda çalışan özel güvenlik görevlileri olarak bizde süreklilik istiyoruz sayın bakanım,Neutral
sayın cumhurbaşkanı krediler herkes kendi arasında paylaşıyorlar kimse bısey göstermiyorlar sizden ricam bunu üzerinde durun calısani müdürler yüzdelik alarak kendi aralarında paylaşım yapıyorlar,Negative
sayın devlet büyüklerimiz hepinizin makam koltukları hayırlara vesile olur inşallah biz kader mahkumları sizden bir şansistiyoruz ne olur allah rızasıiçin çıksın şu af artık peygamber efendimizin hürmetine ananız babanız için ne olur,Positive
aileyi kurtarmak için projeler üretmeliyiz,Positive
genelde sengin olanlar aldı garibana bakan yok,Negative
arabistanda tepeden indirilen vatandaşlar için de kınama yapmayı düşünüyor musunuz,Negative
reis öyle bir muhaleftle karşı karşıyayız ki tenis oynasan bisiklet sürsendaha çok gündeme gelirdin ama muhalefet gibi boş vaktn ık ki musluk açma temel atmamayarısı bitmiş metro istasyonunu betonla kapatmaheykel dikme açılışları günümüzde çok revaç yard olsun,Negative
cuma geçti ama cami de içki içenler ve seks yapanların videosu halen yayınlanmadı hayırlı cumalar,Negative
sayın başkanın affınıza sığınarak ben izmirde karadenızlı iş adamı olarak ak parti gonuldaşı ve trabzon iş adamları derneği olarak bizim siz degerlı başkanımız büyüğümüzden arzımız izmir kemalpaşa beledıyesini kaybetmek ıstemıyoruz çabamız ve kalbimiz bu yondedır,Positive
dalından kapan yaprağın akıbetini rüzgar belirler ülkücünün tek adresi vardır mhp,Positive
yıllık destegimizi satajyer sigortası yüzünden biitmeyin,Negative
kurban edilen biz kutlayan siz,Negative
sayılı kanunun maddesincebir kaç ay sivil memurlukla sivil memur emeklisi edildik bizler hakkımız olan uzman erbaş emeklisi kimliğini ve özlük haklarımızı istiyoruz,Negative
atamamızı yapmayarak diplomalı tıbbi sekreterlerin yerine taşeron tıbbi sekreter çalıştırarak da bizleri mağdur ediyor,Negative
neden mutfakta çekmediniz arka fona elma portakal koysaydınız daha etkili olurdu konuşma,Negative
bağımsızaym deadalet bağımsızaym deadalet gecen her saniye mahkumlarımızı sağlığı tehlikede bağımsızaym deadalet,Negative
diline gönlüne yüreğine sağlık rabbim yardımcınız olsun,Positive
yazıktır günahtır insafsızlıktır bu,Negative
chpeyle yapacaniz koalisyon akpnin olum fermani anket yapinda gorun hem cook buyuk hatalar icindesiniz,Negative
parti sözcümüz türkiyeden önce s alan ülkeler arasında yunanistan bulgaristan gibi ülkeler söz konusudur nato üyesi ülkeler vardır içerisinde bütün bu tablo varken türkiye bunu bozuyormuş gibi bir yaklaşım tamamen propagandadan ibarettir,Negative
lütfen başbuğu dinleyin,Neutral
her seçim sonrası myk toplamakla çözüm maalesef ki olmuyor önce kendinize sonra bize güven vermelisiniz,Negative
bak diplomasiz tayyip herkesin cumhurbaşkani muharrem ince üniversite arkadaşlarini okuldan aldiği transkripli akademik diplomasini böyle anlatti halka sikiyor mu maçan senden de görelim aynisini sahtekar tayyip muharrem ince mezun olduğu okulda,Negative
eşit ise eşit sartlar istiyoruz,Negative
yoksa filyasyon ekiplerlerinin nispeten vakaları tespit etmeleri dışında virüsün yayılmasında önleyici hiçbir etkisi söz konusu değildir,Negative
bence sıra sende yani kandilde bu yiğit yerine sen para dağıt,Negative
diş tedavisi yatıramıyorum sn bakan ben üniversitede sedasyon ile yaptırıyordum şimdi hiçbir işlem yapamıyorum parası olan özele gidip herşeyi yaptırıyor bu konuda ne yapmayı düşünüyorsunuz,Negative
sayın genelbaşkanım fenerbahçeli olarak yıldan fazladır zulüm gördüğümü düşünüyorum fetoculara ülkeyi böldürmediğimiz için futbolun tüm katılımcıları fenerbahçeyi linç ettiğini spor basınında bazı odaların fetonun odağı olduğu ve intikam aldığını düşünüyorum,Negative
maşallah allah ordumuzu daima muvaffak eylesin,Positive
senedir iş bankasını kimlere peşkeş çektiniz madem çıkarınız yoksa neden iş bankasını kendiniz devlete iade etmiyorsunuz ballı avantajlarınız gidecek diye mi korkuyorsunuz,Negative
pardon mahkum ve yakınlarının onuru yok iyice yok istiyoruz bu yargı sdce size mi yanlış yaptıaf olsun,Negative
hayırlı uğurlu olsun lakin inşallah cuma da ve bayramlar da para istemezsiniz veya cuma hutbesin de siyasi metin okumazsınız,Negative
sayın bakanım ben rasim uludağ engelli bireyim oranında raporum var evli çocuk babasıyım çocuklarımın ihtiyaçlarını gidermiyorum bana iş konusunda yardımcı olurmusunuz,Neutral
o pkk li o r o s p u n u n çişli elini öptün dimi y u h olsun sana anneleri senin yüzüne işeseler bile azdir,Negative
türk silahlı kuvvetlerinin yanındayız az gelmiş demek ki yedikleri füzeler,Negative
her kim ki selahattin demirtaşın suçsuz olduğunu masum olduğunu savunuyorsa allah yasin börünün annesinin ve tüm şehit annelerinin yaşadığı ciğer acısını yaşatsın amin,Negative
hareketin lideri devlet bahçeli,Positive
biz hazırız puanla atama bekliyoruz sayın başkanım,Positive
meb okul güvenlikleri süreklilik istiyor snerdoğan meböggyesahipçık,Neutral
bizi aptal yerine koyamıyorsunuz diğer gelir vergi kalemlerinden ne kadar artış yaptıysanız böyle bir ek bütçe geçirebildiniz enflasyondan ötürü yaptırtığınız zam aylık zararı kapatmadığı gibi önümüzdeki ayda da değişen bir şey olmayacak çalışanın hakkını umursamıyorsunuz,Negative
yalanın merkezi chp,Negative
maaşlarimizi bankadan almak istemiyoruz iktidardan bir düzenleme bekliyoruz,Negative
söylemiş olmak yetmiyor sizi dinlemediklerini dönemdir bilmiyormusunuz,Negative
bir çocuğun okula alışması sosyalleşmesi ve okul sevgisinin oluşması için,Neutral
eyt yoksa oy da yok,Negative
günaydın hayırlı günler,Positive
sayin cumhurbaşkanimiz iyi dileklerinizi sevgiyle kucakliyoruz daha fazla istihdam sağlanmasi dileğiyle,Positive
sen amerikada kiminle görüştün onu açıkla baş örtüsünden sana ekmek çıkmaz o işi reis halletti,Negative
istifada hizmettir göztepe size sandıkta cvp vercek,Negative
uganda da bunca aydır mahsur kalan vatandaşların tahliye durumuyla ilgili bir planlamaniz yokmu kişiye bile ozel uçak gönderen devletimiz bunca insanın mağduriyetine nasıl kör sağır dilsiz sıkıntıyı illa cumhurbaskanimiz mı halletmeli,Negative
sayin bakanlık yetkilileri takipsizlik veya beraat alanlar herhangi bir işleme gerek kalmaksızın derhal görevine iade edilir maddesi tüm mağdurların sorununun en hızlı çözümüdür takipsizlik ve beraat aldık ama iade olmadık yeni alımdan ziyade aklananlar ne zaman iade olacak,Negative
bir şey yaptığınız yok işiniz gücünüz cilik kendi safında dursun,Negative
öğretmenlerimiz haziran seminerlerini bulundukları ilde alabilirlergörev yaptkları ile gitmelerine gerek yoktur öğretmenlerohh hopp mart siz bi değ okullarınıza neyiz biz öğretmen mi naptık sizeneden bu ayrımcılık,Negative
ne mutlu ki yargımız tam bağımsız yoksa mümkün mü reis o kadar istemezken serbest kalması,Negative
twitterda biraz daha anlaşılır bir dil kullanın lütfen bu resmi yazı rapor dili muhattabı başka,Negative
yok öle bişey laiklik diğer düşünceler gibi düşü laiksin ben değilim öteki komünist özgürlük,Negative
sayın vekillerim khk ihraç kritetleri değişmeli yasal banka ve sendika suç olmaktan çıkarılmalı,Negative
sayın cumhurbaşkanım bakanimiz bizi gelir uzmaniýla ayni işte çalıştırıyorama farkli maaş veriyor memur ve ailasi mağduŕ,Negative
gözümüzede soksanız yolsuzluk belgelerini biz sizin gibi haramilerle aynı anda aynı doğruyu söylemeyecegiz iş yapın iş,Negative
umarım bu beş bölgeden biri bayburt olur zira bu güne kadar sana yoğun destek veren bu yerli ve milli bu necip toplumu daha fazla kandıramazsıniz öyle cumhuriyet caddesini süslemekle çoruh nehrini süslemekle bayburtlularin karnı doymuyor,Negative
komik bilmem ne odacılarlamı konuştun,Negative
sözleşmeli öğretmenlik uygulamasının amacını sorar mısınız doğuda öğretmen tutmak dedi sayım bakan fakat son atamanın copunu batıya yaptı,Negative
kalaylı bakır küflenmez arada bir partiyi de kalaylamak lazım,Negative
merhaba sayın cumhur başkanım bi yardim istyorum sizde ne olur yardim edin ben sene evliyim çocuğum var ben halya türk vatandaş olamadim sürekli oturum izin istiyorlar eşim akp ne olur bu konudan yardimedin,Negative
yaa neden tekrar seçemdinizki dede iyidi bee seçim kaybetmiş daha ne istiyorsunuz ama sanmayinki çok iyi siz mumla arayacaksınız manisa belediye başkanlığını dafa kaybetmiş biri türkiyeyi kazanacak şaka gibisiniz vallahi,Negative
hani kadro,Negative
sarrafın davası ülkendeki yolsuzlukla alakalı değil başkan adamlar köşeye sıkıştırıp beni zarara uğrattın deyip kitlemeye çalışıyor yolsuzluk hırsızlık bizim iç işimiz o yüzden buradan size ekmek çıkmaz,Negative
bizlere chp ye oy verdirmeyin lutfen,Negative
stajyer ve çırak lar ı unutmayın mhp söz verdi,Neutral
türkiyem ve siz reisim benim için vazgeçilmezdir ben tarım hayvancılık ve gıda ile uğraşıyorum halkla iç içeyim şuan işler hiç iyi değil böyle giderse içanadolu ve doğuda çok büyük oranda oy kaybı yaşayacağız saygı ve sevgilerimle,Negative
ayrimsiz kadro dediniz belediyelerlebakanliklarda çalişan taşeronlari ayirdiniz bakanliklarda çalişan taşeronlara d daimi işçi kadrosu verdiniz belediyelerde çalişan taşeronlara belediye şirketlerini layik gördünüz şimdi sandikta ayrim yapma sirasi bin belediye çalişaninda,Negative
pkk sevicilerden hiç bir almayız zamanı geldiğinde ihanetin intikamı alınır,Negative
seninde ramazan bayramın mübarek olsun sevgili reisim,Positive
babasının talimatıyla öldürülen öğrenciler için de dosya istermisin,Negative
genel baskani netfilix dizi sezonu takip ederken belediye baskani aşkı memnu yeni sezon cekimlerine baslamis,Negative
davul zurna çok yakışırdı şaka mı bu millet mübarek ramazanı o soğan patatesle mi geçirecek,Negative
fikret ormanda siyasi gider yapmaya baslamis ilginc seyler oluyor siyasi birseyse ustumuze aliriz bize kimsenin gucu yetmez ve siyasete boyle bir gider yapmak cok ilginc,Negative
cumhurbaşkanım tek arzum ölmeden önce sizinle görüşmek,Positive
neden hep diyorda demiyor ın hepsini kadınmı zannediyor yoksa ben hasbinallah l,Negative
lt çocuklarımız babasız büyüyor af af,Negative
yahu şunları yazıp tezkereye evet demek nasıl bir yüzsüzlük nasıl bir siyaset pes yahu pes hepinizden hesap soracağız bir gün hepinizin günü gelecek,Negative
vatanina ihanet edeni ez yiğidim,Negative
nereye kadar kacabileceksiniz,Negative
madem dün insanların öldüğü olayı kınıyorsun bugün neden aynı olayın olacağını bile bile sokağa çıkın diyorsun samimiyetsizsin kılıçdaroğlu biraz milli ol olan bizim insanımıza oluyor,Negative
önce sen istifa edipöncü açsanörnek olsan,Negative
ne diyon kemal dedeşu ülke senin kadar etkisiz muhalefet gö den geldinmi şimdi şeye git ımm tanzanyada su kuyusu bulmaya,Negative
islamcı kesimin sevmediğifakat onlar sayesinde milyarlarca dolar kazandıran cibildaklar otağı plajlar,Negative
size canımız malımız uğrunda feda etmeye hazırım cumhurbaşkanımız,Positive
yıldan beri ülkeyi yöneten akp yine mağdur ayağına yattı kandirildik,Negative
özlemiştik reis,Positive
tarim ve orman bakanliginin atama sayi ve kontenjanlarini aciklamasini istiyoruz ilce tarimlarda ve diger kurumlarda veteriner hekim sayisi ihtiyacin sayi ve tarihlerinin aciklanmasini talep ediyoruz,Neutral
